Symbole,Description,Prix,Prix - Devise,Marché,Changement de prix % 1 jour,Capitalisation boursière,Capitalisation boursière - Devise,Ratio cours/bénéfice,"Rendement du dividende %, 12 mois écoulés",Performance % 5 années,Performance % 1 année,Performance % 6 mois,Performance % 3 mois,Performance % 1 mois,Moyenne mobile simple (21) 1 jour,Moyenne mobile simple (200) 1 jour,Moyenne mobile simple (50) 1 jour,Beta 5 années,Beta 1 année,Moyenne de la vraie amplitude (14) 1 jour,"Rendement des fonds propres %, 12 mois écoulés","Rendement des capitaux employés %, 12 mois écoulés",perfsum,mrat
STE,STERIS plc (Ireland),247.5,USD,NYSE,-0.821478662,24376425533,USD,37.52558563,0.91364456,60.88143526,6.154835943,12.59724307,1.851851852,10.74320999,236.2485714,225.50495,234.9774,0.9214752,0.45863205,4.173056633,9.731559632,10.86466701,20.60393087,1.047642508
MA,Mastercard Incorporated,591.92,USD,NYSE,-0.128231086,5.35103E+11,USD,39.92903544,0.496051832,74.42244224,26.33286379,5.430774985,4.859253485,6.496824454,573.0804762,547.2189,564.7724,1.0289389,0.8400711,9.038051275,177.89708,60.13087367,36.62289226,1.04726002
AZN,AstraZeneca PLC,11986,GBX,LSE,-0.514608234,2.50481E+11,USD,29.1382085,2.050768203,40.3348554,-8.573607933,3.756925208,14.41389843,14.30478734,11344.38095,10842.75,10807.68,0.6318526,0.98457897,216.1825827,20.09508141,15.67907681,9.597215709,1.046264181
GWO,GREAT WEST LIFECO INC,55.12,CAD,TSX,0.18175209,36613193662,USD,13.81661403,4.2348237,110.7839388,26.65441176,5.311425296,7.070707071,5.593869732,53.18190476,50.8744,52.0612,0.7401421,0.0789754,0.734176705,14.1875,0.680372992,39.03654413,1.045356894
DGX,Quest Diagnostics Incorporated,183.72,USD,NYSE,-0.368763557,20544202635,USD,21.96871861,1.681127983,55.60260862,21.37147387,7.269224032,8.038812114,7.674725275,175.1119048,167.52575,175.0232,0.459363,0.28239843,3.157502798,13.65113759,11.74556442,36.67951002,1.045283515
TER,"Teradyne, Inc.",109.3,USD,NASDAQ,-0.200876552,17386737544,USD,37.91321239,0.438276114,22.85039901,-17.97373358,-8.409100432,42.51254971,15.86981872,105.0133333,100.468825,96.9182,1.7165462,1.5092999,3.831655379,16.85202869,17.9921007,16.12971569,1.04523302
DRI,"Darden Restaurants, Inc.",206.54,USD,NYSE,-0.457853391,24172166201,USD,23.27473518,2.747120343,146.9687911,32.59292547,5.82026847,1.95981636,-0.130554615,204.6966667,195.8484,211.1194,0.74564445,0.46188414,3.762297795,46.15925161,12.32953305,40.3730103,1.045179162
AOS,A.O. Smith Corporation,71.75,USD,NYSE,-0.139178845,10054297570,USD,20.01171417,1.892832289,45.80369844,-11.62704767,6.898092968,8.08978608,3.804976852,71.53190476,68.45505,68.9024,1.2201353,0.7985022,1.34304793,27.60345975,29.80397133,3.360831382,1.044947082
THYAO,TURK HAVA YOLLARI,337.25,TRY,BIST,0.074183976,11152138800,USD,4.586800351,1.016097122,2943.772563,12.41666667,6.640316206,18.95943563,12.88702929,312.202381,298.8775,293.38,1.1884903,0.97122216,6.733355464,15.43305788,5.772586596,38.0164185,1.044583085
BP.,BP ORD USD0.25,421.55,GBX,LSE,0.488676996,87021830351,USD,174.891529,5.829816185,53.37456237,-1.253218582,-6.405417407,17.6692254,4.253740571,415.3738095,397.76275,398.265,1.3538892,1.456432,7.417735202,0.820731919,7.568643236,10.01058941,1.044275286
TOL,"Toll Brothers, Inc.",131.58,USD,NYSE,0.114129194,12918656128,USD,9.668459571,0.730426843,193.0512249,-3.914122974,14.4173913,28.09579439,8.162762022,126.4247619,121.0886,119.9454,1.3253033,0.9873828,3.783630052,17.73231907,16.30589949,38.59906272,1.044068243
NLY,Annaly Capital Management Inc.,20.54,USD,NYSE,-1.769488283,13188243904,USD,20.44187898,12.91248207,-30.04087193,1.683168317,-5.693296602,10.13404826,2.802802803,20.67428571,19.8063,19.9854,0.3933525,0.013481872,0.286608544,5.942573337,,6.123919972,1.043823718
MTD,"Mettler-Toledo International, Inc.",1278,USD,NYSE,-2.952433024,26325571941,USD,32.36983678,0,32.45170384,-11.00030642,-1.631016249,14.51510291,8.661457492,1269.879048,1216.7755,1224.2966,1.345271,1.0577688,32.5557754,,51.49688318,1.883780247,1.043642848
T,TELUS CORP,23.01,CAD,TSX,0.392670157,25212344876,USD,35.8746492,7.02443281,-4.562422231,6.429232192,5.939226519,3.555355536,2.266666667,22.36190476,21.4395,22.2538,0.8910338,0.20372932,0.265493823,6.226433337,6.377996426,15.92381425,1.043023614
III,3I GROUP ORD GBP0.738636,4073.497,GBX,LSE,-0.036883436,52760763606,USD,7.827476413,1.784404791,344.6078319,28.21835065,-0.597925817,0.258355895,-5.836870088,4084.214143,3916.877485,4124.30994,1.2699333,0.89298975,74.08926212,22.5006141,,27.87878072,1.042721954
FCX,"Freeport-McMoRan, Inc.",41.72,USD,NYSE,0.992495764,59900500122,USD,31.60127253,1.452432825,186.7353952,-5.246422893,7.111681643,12.09027405,-8.528831397,41.72,40.01425,42.9034,1.6277711,1.7549691,1.1941168,10.70425699,13.39432938,13.9555328,1.042628564
VLO,Valero Energy Corporation,140.29,USD,NYSE,-0.156572486,43581333874,USD,58.17299718,3.174151306,164.3489731,-1.363987907,1.534341753,10.69117879,-3.000760561,137.2533333,131.7032,140.067,1.0018773,1.316732,3.439371873,3.065366208,4.759419453,10.86153264,1.042141219
VICI,VICI Properties Inc.,32.96,USD,NYSE,-0.030330604,35147546016,USD,12.60902831,5.247194419,46.29383045,2.839313573,6.770327178,5.404541094,0.395979287,32.91238095,31.584,32.8616,0.70855993,0.26517624,0.48035427,10.45128213,,15.01418184,1.042058667
JMT,"J.MARTINS,SGPS",21.3,EUR,EURONEXT,-0.56022409,15644128775,USD,,2.762172285,52.68817204,27.46858932,5.654761905,-3.181818182,-3.093721565,21.1247619,20.27595,21.6016,0.757993,0.7032148,0.32257107,,,29.94153304,1.041862991
MUV2,MUENCH.RUECKVERS.VNA O.N.,559,EUR,XETR,-0.178571429,84910199553,USD,14.3779788,3.551136364,133.6956522,20.08592911,8.67029549,-3.918872465,-4.116638079,568.4571429,545.638,564.704,0.73284227,0.5866793,10.30538388,16.64786383,3.111927224,24.83735213,1.041821029
CCZ,Comcast Holdings ZONES,60.85,USD,NYSE,3.13559322,1.24058E+11,USD,,,-6.312548114,6.754385965,-4.921875,2.856659905,1.841004184,60.28857143,57.8839717,60.39452,0.012513026,0.49305215,2.70311451,,,4.68917087,1.04154172
DNB,DNB BANK ASA,273.2,NOK,OSL,-0.14619883,40075253948,USD,9.139202227,6.171702284,91.45059566,23.34085779,7.686243595,-1.014492754,5.768486256,265.347619,254.849,268.898,1.0334569,0.77288055,3.292251167,17.97222684,1.601108955,30.01260863,1.041195449
AWK,"American Water Works Company, Inc.",145.87,USD,NYSE,0.171679714,29486278691,USD,26.26253533,2.144279632,1.566634174,3.387908427,13.78315133,1.722454672,2.221443588,143.0642857,137.40525,142.089,0.64367217,-0.201667,2.574684217,10.39646731,6.083086053,18.89351443,1.041185004
INW,INWIT,10.42,EUR,MIL,-0.191570881,11289894591,USD,26.9250646,4.905803996,23.3866193,-1.883239171,11.44385027,1.857282502,-1.883239171,10.4052381,9.9956,10.3534,0.44060686,0.43008035,0.122876587,9.465702949,6.565923844,11.4178936,1.040981842
ALLY,Ally Financial Inc.,38.45,USD,NYSE,0.54916318,11835219543,USD,24.97726387,3.138075314,78.09170912,-8.99408284,-1.435529351,16.62117076,-0.620315327,38.05904762,36.5801,38.5282,1.1483698,1.102072,0.814884337,4.176350447,0.516257136,6.19155857,1.040430388
NXPI,NXP Semiconductors N.V.,223.93,USD,NASDAQ,-2.115662019,56456019077,USD,26.69233428,1.772959741,82.50203749,-12.73527922,-9.417094778,17.91064424,0.81033629,219.86,211.318875,220.9204,1.4229985,1.4108192,7.281478587,23.11292839,15.31278265,-4.24172976,1.040418183
CMS,CMS Energy Corporation,72.78,USD,NYSE,-0.315025339,21785635850,USD,21.47789648,2.896863443,20.4368691,9.066386932,3.131642341,4.090389016,0.344684958,73.1052381,70.2781,71.433,0.34819207,0.05671243,1.012612621,12.4778923,4.833408714,16.28841829,1.040227868
AM,DASSAULT AVIATION,275,EUR,EURONEXT,-0.072674419,24940519236,USD,27.51210533,1.740412979,257.3749188,44.58464774,17.0212766,-11.5755627,0.364963504,271.752381,261.318,285.664,0.6247584,0.5857412,5.996548661,12.92614833,8.841642821,50.03036163,1.039929821
KPN,KPN KON,4.079,EUR,EURONEXT,-0.31769306,18442413129,USD,19.16823308,4.269333984,82.66905508,13.90672996,17.24633515,-2.06482593,-1.710843373,3.984904762,3.832205,4.05418,0.20687361,0.047510687,0.043329601,34.20998136,13.12822473,29.08823919,1.039846449
SGO,SAINT GOBAIN,96.34,EUR,EURONEXT,-0.062240664,55255786504,USD,17.12498,2.256410256,184.608584,25.60626306,2.576660988,-2.331711273,-3.996013951,97.58666667,93.90415,98.1516,1.2131505,1.5800968,2.219413601,11.83773093,11.56436738,25.85121278,1.039215697
PEG,Public Service Enterprise Group Incorporated,83.29,USD,NYSE,-2.195866604,41568352204,USD,21.03282828,2.888680132,55.76959042,3.697709163,-1.315165877,7.084083312,-1.536824684,87.06428571,83.79295,84.489,0.46818662,0.34391135,1.61508466,12.18649023,5.63027775,9.466626598,1.039040703
CINF,Cincinnati Financial Corporation,152.96,USD,NASDAQ,-0.449072568,23919338110,USD,13.2698297,2.186788155,96.75842552,16.23100304,12.61135243,6.126413654,2.252824387,150.7183333,145.1096,148.804,0.7101479,0.64637077,2.885740735,13.44264717,8.722209576,34.96876912,1.038651704
LIN,Linde plc,480.71,USD,NASDAQ,-0.342068165,2.2541E+11,USD,34.17240105,1.198275147,91.68593987,4.51353408,3.695155097,5.983640893,2.185234785,472.2985714,454.9147,469.0626,0.9288489,0.48560712,6.180095151,17.50854043,12.94369002,14.19233007,1.038213475
LISN,LINDT N,119000,CHF,SIX,0.337268128,33870886336,USD,42.99703964,1.256281407,49.68553459,9.576427256,13.7667304,-4.647435897,-6.446540881,117495.2381,113246,125632,0.78425467,0.36862063,2105.301742,14.14870216,12.82936388,18.69572176,1.037522191
KNEBV,KONE CORPORATION,53.62,EUR,OMXHEX,0.186846039,32186070118,USD,28.44109691,3.346969134,-24.26553993,13.96387065,-1.902671057,-4.352479486,-3.282828283,54.12761905,52.17025,54.862,0.834777,0.9616541,1.335537663,42.63963826,41.54378527,7.708720104,1.037518874
LOGN,LOGITECH N,81.08,CHF,SIX,0.695479384,14867883691,USD,22.24478038,1.45,18.53800823,3.181468486,-13.41307134,13.08228731,6.32048256,78.13904762,75.4139,75.1636,0.98162335,1.8354224,1.58546195,29.33475423,27.19456841,2.850684457,1.03613588
EXPN,EXPERIAN PLC ORD USD0.10,3821.223,GBX,LSE,-0.644227769,47138169916,USD,38.53593183,1.214355749,37.25657328,5.26785124,-0.41118061,0.320897873,-5.251103397,3872.534429,3737.991115,3877.08446,0.9056179,1.4923681,60.91327591,24.11115745,20.10739151,5.177568503,1.035993481
ASSA_B,ASSA ABLOY AB SER. B,336.7,SEK,OMXSTO,0.507462687,38513392483,USD,25.73804828,1.680047577,67.93017456,7.951269893,2.402676399,10.97560976,5.317485142,328.247619,316.8735,313.548,1.0996577,0.9748545,4.760956385,14.57528861,15.07699632,21.32955605,1.035894826
GFL,GFL ENVIRONMENTAL INC.,70.7,CAD,TSX,1,18627972702,USD,,0.117005714,174.4565217,24.55954898,7.823699863,5.223991665,9.391923255,68.44761905,66.08415,67.3882,0.9620205,0.6500291,1.257089714,-0.188822014,2.551227732,37.60724051,1.035764537
SHEL,SHELL PLC ORD EUR0.07,2684.5,GBX,LSE,0.261437908,2.09418E+11,USD,15.68553587,4.027756939,148.1053604,-0.574074074,0.355140187,9.817958683,1.994680851,2672.547619,2580.97,2644.08,1.0734135,1.1902902,39.71737842,7.542607967,11.31563345,9.599024796,1.035481861
TRN,TERNA,8.676,EUR,MIL,-0.275862069,20279748535,USD,15.75449428,4.560313076,36.84542587,13.61969618,11.25929726,-3.47129506,0.115393492,8.511619048,8.22391,8.57216,0.4256024,0.19744818,0.092665277,19.66867551,8.475320459,21.40769837,1.03498446
DNP,DINOPL,46.48,PLN,GPW,-6.365834005,13255932881,USD,29.9600361,0,93.66666667,35.51020408,-3.388069009,-11.43292683,-7.96039604,48.66761905,47.0391,50.3572,1.0008276,0.9947323,1.570580328,22.86734193,25.55954903,20.68920824,1.03462054
PSTG,"Pure Storage, Inc.",55.73,USD,NYSE,0.360165676,18214330244,USD,149.9730893,0,233.3133971,-9.705119896,-18.630457,2.520235467,-1.780049348,57.73095238,55.8224,56.3246,1.0722313,2.0565815,1.80988969,9.759483092,4.067800782,-25.81534143,1.034189723
TELIA,TELIA COMPANY AB,35.92,SEK,OMXSTO,0.027847396,14245035449,USD,33.00863812,5.588153115,6.366597572,16.5476963,5.989967542,-3.777122957,-0.055648303,35.09809524,33.9404,34.7002,0.32816383,0.1098452,0.475151246,11.40441449,8.138618568,18.76054089,1.034109652
EL,ESSILORLUXOTTICA,271.8,EUR,EURONEXT,-0.073529412,1.45826E+11,USD,52.73573923,1.433756806,148.332572,27.66557669,-7.519564478,3.071672355,10.39805037,259.7,251.177,248.746,0.8953225,0.9203348,4.909341339,6.19388419,7.02172682,23.21768456,1.033932247
AXP,American Express Company,308.17,USD,NYSE,-0.07457847,2.1445E+11,USD,21.6362896,0.985732815,218.7525859,23.4457619,1.059224766,9.349939678,1.712984355,303.2519048,293.5994,307.1996,1.2829623,1.3506801,5.533309999,32.57829299,,33.85492634,1.032876446
ENB,ENBRIDGE INC,66.7,CAD,TSX,0.120084059,1.04499E+11,USD,23.44958515,5.576403482,54.3267006,25.11723879,12.44099798,6.7712502,9.129581152,64.15380952,62.1471,62.6638,0.8559944,0.47052765,0.932409542,9.992764328,5.904882662,44.32948697,1.032289673
AKRBP,AKER BP ASA,252.6,NOK,OSL,0.079239303,15655528695,USD,19.4237468,10.78767886,44.30162811,-0.902310745,5.118601748,7.856532878,3.102040816,246.8904762,239.191,255.492,1.5861129,1.634174,5.135027469,6.443389476,21.51262941,12.07282388,1.032189657
LNG,"Cheniere Energy, Inc.",240.61,USD,NYSE,1.949069955,52878405606,USD,14.02311445,0.819880514,365.3065171,30.88723277,6.634461975,5.530701754,6.629736317,233.172381,226.214,234.6488,0.42614475,0.7595105,5.824638862,68.91057202,12.75667449,43.0523965,1.030760169
TRV,"The Travelers Companies, Inc.",274.92,USD,NYSE,0.193155727,61893801092,USD,12.1567483,1.548890266,145.0922707,26.28387689,13.40180671,1.252209782,3.868822729,264.5714286,256.7269,262.899,0.52659327,0.42108804,4.680236329,19.29385804,10.98309619,40.93789338,1.030555928
ALL,Allstate Corporation (The),206.55,USD,NYSE,-3.309615205,54427028900,USD,9.712915285,1.797584496,117.9027324,13.76404494,9.326205473,1.989926921,6.804902011,203.5914286,197.56645,199.1672,0.34297323,0.6430218,4.072111091,27.32563597,12.04901651,25.08017734,1.03049596
GET,GETLINK SE,17.07,EUR,EURONEXT,-0.058548009,10723018650,USD,36.04307432,3.387850467,31.10599078,7.291011942,8.934269304,-2.568493151,6.09073959,16.45761905,15.9723,16.2698,0.74814,0.3728753,0.16017616,10.61325625,6.631825554,13.6567881,1.030385045
HEXA_B,HEXAGON AB SER. B,107.15,SEK,OMXSTO,0.37470726,29658685103,USD,27.22583596,1.417219944,25.25897864,3.676826318,-16.54984424,10.41838417,4.130223518,108.05,104.91655,101.6018,1.3648527,1.5488737,1.90619119,9.272468159,10.98292057,-2.454633747,1.029866117
ORK,ORKLA ASA,115.2,NOK,OSL,0,11267040914,USD,10.90836782,3.466204506,28.34224313,25.9704798,8.576814326,0.964066608,6.077348066,110.7142857,107.50775,109.238,-0.1177832,0.023181574,1.342535244,12.92753493,10.99176049,35.51136074,1.029826089
TWLO,Twilio Inc.,100.97,USD,NYSE,-0.951540122,15492191689,USD,828.9819376,0,-60.29336584,65.87810087,-14.03150277,-11.14142392,-22.65206067,114.9333333,111.62425,118.4696,1.2383754,1.4518734,5.603110673,0.242103951,0.8916749,40.70517418,1.029644843
RGLD,"Royal Gold, Inc.",174.75,USD,NASDAQ,2.969771964,11503976807,USD,25.58228052,1.031170821,25.11634567,25.27779769,15.43034547,-2.608259488,10.37771602,162.9764286,158.4199,167.0177,0.40096012,0.508756,4.257898331,14.32474852,15.57253586,38.09988367,1.02876235
CVE,CENOVUS ENERGY INC,21.17,CAD,TSX,1.778846154,27375373291,USD,14.9032031,3.557692308,229.7507788,-17.81832298,-1.028517999,16.31868132,10.31787389,20.5347619,19.97155,19.9162,1.0259448,2.203279,0.518438208,9.007977918,7.41635859,-2.528159662,1.028200711
PNC,"PNC Financial Services Group, Inc. (The)",194,USD,NYSE,-0.512820513,76398630371,USD,13.2549877,3.333333333,81.49499485,11.43021252,0.805404001,14.28571429,-0.964827199,191.6533333,186.419,189.8846,1.0896388,1.0893002,3.138780142,11.19284529,2.60452014,26.52133081,1.028078325
BN,DANONE,73.76,EUR,EURONEXT,-0.108342362,55289281506,USD,25.87434665,2.885131508,31.43264668,22.48422248,7.994143485,-3.074901445,9.274074074,71.32952381,69.3947,70.0692,0.468087,-0.07706073,1.031929108,11.27469022,10.88243494,27.40346452,1.027881435
VOW,VOLKSWAGEN AG ST O.N.,104.2,EUR,XETR,0.773694391,59595539700,USD,6.25641703,6.081081081,-30.30100334,-1.044634378,2.86278381,6.598465473,9.799789252,98.5547619,95.8945,95.27,1.5385027,1.4531268,2.095592734,5.013422375,5.727071781,8.416614906,1.027741548
NOVN,NOVARTIS N,102.54,CHF,SIX,-0.311102469,2.42062E+11,USD,17.26873137,3.419304416,29.83033186,2.2333001,7.506814846,9.950675531,9.551282051,96.66142857,94.0724,96.151,0.33265397,0.08015005,1.512780594,33.31881122,24.5735189,19.69079048,1.02752166
SRE,DBA Sempra,81.13,USD,NYSE,-1.541262136,52935085002,USD,19.64501913,3.07038835,29.06458797,0.284301607,-5.387755102,5.651777575,3.614303959,81.5647619,79.40165,78.0686,0.6320166,0.76748157,1.50295665,8.870230005,3.440687905,0.54832408,1.027242657
WISE,WISE PLC CLS A ORD GBP0.01,1058,GBX,LSE,-1.121495327,18203895464,USD,26.62304982,0,32.25,48.17927171,-1.672862454,-3.818181818,3.929273084,1040.238095,1012.685,1051.84,0.89248365,0.6831406,28.35021111,35.22251807,,42.68822744,1.027207962
KDP,Keurig Dr Pepper Inc.,35.2,USD,NASDAQ,0.056850483,47816923693,USD,31.23059178,2.615122229,21.42117972,-1.675977654,5.642256903,6.828528073,5.578884223,34.07857143,33.193525,33.6642,0.46484703,0.2125147,0.55624931,6.180713438,7.712378509,10.79480732,1.026663225
O,Realty Income Corporation,59.58,USD,NYSE,-0.534223706,54474358594,USD,58.12682927,5.320534224,0.861367591,-1.66694174,5.042313117,7.428777497,5.451327434,57.68190476,56.237925,57.5196,0.7629608,0.1496708,0.822470566,2.351229893,,10.80414887,1.025676263
VIE,VEOLIA ENVIRON.,30.39,EUR,EURONEXT,0,25320871714,USD,20.278927,4.566210046,68.50755207,4.793103448,11.85130659,-1.4910859,-2.188606373,30.13666667,29.385,30.228,1.0566074,0.59616774,0.415545465,15.6944264,8.17102954,15.15332414,1.025579944
BNTX,BioNTech SE,110.77,USD,NASDAQ,-0.476190476,26628965850,USD,,0,54.34025359,24.698863,-6.822005384,14.21942669,1.614530777,111.4157143,108.639375,109.7472,1.2439295,1.1047208,2.785648258,-1.810671443,-2.603914052,32.0962843,1.025555553
NU,Nu Holdings Ltd.,13.67,USD,NYSE,0.367107195,65871066211,USD,29.09748829,0,21.51111111,-5.365178262,14.7774979,16.34042553,5.886909373,12.57619048,12.26365,12.8456,1.0587671,1.3183739,0.499558894,27.88251499,13.50288203,25.75274517,1.025485111
TRYG,TRYG A/S,169,DKK,OMXCOP,-0.059136606,15419636604,USD,20.50323927,4.728132388,12.56895381,11.9205298,13.95819285,-1.111761264,6.356198867,162.4,158.4485,162.202,0.27103174,0.1299768,1.623053354,12.94608373,7.642086855,24.76696139,1.024938702
TXT,Textron Inc.,79.48,USD,NYSE,0.239626687,14163757186,USD,17.98190045,0.100895447,110.5988341,-10.02943174,9.145839055,10.03738059,-6.196152484,78.68,76.7755,80.2416,1.1668752,1.2199539,1.547390391,11.42457123,6.707983959,9.153787904,1.02480609
BESI,BE SEMICONDUCTOR INDUSTRIES N.V.,114.9,EUR,EURONEXT,-0.476396709,10816295359,USD,55.28290993,1.861656704,193.486575,-6.699147381,-2.503182011,7.333021952,-8.555511341,119.1619048,116.28195,122.848,1.7246965,1.6712993,3.496479363,42.88497153,23.94346058,-1.86930744,1.024766997
TRI,THOMSON-REUTERS CORP,244.87,CAD,TSX,0.443004225,79256764668,USD,48.34455391,1.300345789,132.8310071,9.866295765,-2.566449148,-8.725957954,-11.96476721,256.482381,250.4783,266.5424,0.4448968,0.48141915,5.803246877,13.5762475,13.24193493,-1.426111338,1.023970464
8TRA,TRATON SE,31.76,EUR,XETR,1.146496815,18221262778,USD,7.287746673,5.383153895,90.52189562,11.24343647,-8.340548341,4.131147541,2.122186495,30.96666667,30.2469,29.7724,1.4849424,1.5223266,0.774342644,12.80333745,9.434790027,7.034035671,1.023796378
WM,"Waste Management, Inc.",229.61,USD,NYSE,-0.18258488,92493870541,USD,34.0697985,1.369386602,105.9467217,10.35228529,0.490174625,-2.707627119,1.741403758,230.4661905,225.1154,229.722,0.6433281,0.21029165,3.74842762,32.66898787,12.27765913,8.134832795,1.0237691
CF,"CF Industries Holdings, Inc.",86.36,USD,NYSE,1.088610558,13987983730,USD,11.28770847,2.341097975,164.1786479,7.146401985,8.397138195,-2.539216793,-5.223880597,88.31904762,86.2695,92.3336,0.9236181,0.30881625,2.561860463,24.98321021,16.48339017,13.00432339,1.0237575
KO,Coca-Cola Company (The),70.66,USD,NYSE,-0.056577086,3.04097E+11,USD,25.0363179,2.814710042,48.97744044,1.698330455,0.483503982,-1.230081074,1.742260619,69.59714286,67.99145,69.9384,0.43689382,0.21659403,0.963345534,44.75917558,17.2204655,0.951753363,1.0236161
CVX,Chevron Corporation,155.55,USD,NYSE,1.520689205,3.18472E+11,USD,20.07666692,4.359744159,81.71728972,6.958674276,-1.631568962,15.74521914,4.21761415,154.1509524,150.6202,150.8418,0.8415578,0.5650399,2.753739234,8.974971372,6.971826213,21.07232445,1.023441427
TFC,Truist Financial Corporation,44.07,USD,NYSE,-0.720883082,56825408018,USD,11.97586891,4.685740032,18.85113269,3.816254417,-5.994027304,14.46753247,-1.914088582,44.07761905,43.0741,43.5238,0.3860717,0.28046185,0.820719985,8.127958218,1.582752098,12.28975958,1.023297505
BG,Bunge Limited,83.4,USD,NYSE,1.250455263,16685172083,USD,8.329920796,3.326453806,77.10766617,-12.79799247,16.67599328,8.339828527,12.17215871,80.62095238,78.7858,79.6066,0.64583373,0.27277645,2.3074359,13.19607374,5.676739732,12.21782934,1.023292933
